PolicyNumber;Gender;DrivAge;State;ClaimNb;HadRob;HadPartColl;HadTotColl;HadFire;HadOther;VehYear_Class;Region;VehGroup_bin;ClaimAmountNormalized
569249;Corporate;36-45;Rio de Janeiro;0;0;0;0;0;0;2007-2010;Sud-Est;Compactes;0.0
1011847;Male;>55;Sao Paulo;2;0;0;0;0;1;2001-2004;Sud-Est;Berlines;73.0
1157126;Female;26-35;Bahia;0;0;0;0;0;0;2007-2010;Nord-Est;Véhicules tout-terrain;0.0
41344;Female;26-35;Santa Catarina;0;0;0;0;0;0;2007-2010;Sud;Citadine;0.0
565602;Male;26-35;Rio de Janeiro;2;1;0;0;0;0;2004-2007;Sud-Est;Compactes;13258.0
343275;Female;26-35;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Citadine;0.0
750987;Female;46-55;Para;1;0;1;0;0;0;2010-2013;Nord;Breaks et monospaces;5048.0
1792133;Male;46-55;Esperito Santo;0;0;0;0;0;0;2007-2010;Sud-Est;Motos;0.0
1652367;Corporate;26-35;Sao Paulo;0;0;0;0;0;0;2001-2004;Sud-Est;Véhicules utilitaires;0.0
1222019;Male;>55;Distrito Federal;1;0;1;0;0;0;2007-2010;Centre-Ouest;Citadine;31085.0
698728;Corporate;36-45;Alagoas;0;0;0;0;0;0;2010-2013;Nord-Est;Citadine;0.0
893464;Male;36-45;Rio Grande do Sul;0;0;0;0;0;0;2007-2010;Sud;Citadine;0.0
1094842;Female;>55;Minas Gerais;0;0;0;0;0;0;2004-2007;Sud-Est;Compactes;0.0
905181;Female;36-45;Rio Grande do Sul;0;0;0;0;0;0;2007-2010;Sud;Breaks et monospaces;0.0
1551012;Corporate;36-45;Maranhao;0;0;0;0;0;0;2007-2010;Nord-Est;Véhicules utilitaires sportifs;0.0
748806;Male;>55;Para;0;0;0;0;0;0;1995-1998;Nord;Citadine;0.0
1593995;Female;36-45;Goias;1;0;1;0;0;0;2007-2010;Centre-Ouest;Véhicules utilitaires;6055.0
236766;Male;36-45;Parana;0;0;0;0;0;0;2001-2004;Sud;Citadine;0.0
730657;Female;46-55;Piaui;0;0;0;0;0;0;2010-2013;Nord-Est;Citadine;0.0
307673;Corporate;36-45;Sao Paulo;0;0;0;0;0;0;<1995;Sud-Est;Véhicules historiques;0.0
1506428;Corporate;36-45;Sergipe;0;0;0;0;0;0;2007-2010;Nord-Est;Véhicules utilitaires;0.0
1227946;Male;26-35;Goias;0;0;0;0;0;0;2004-2007;Centre-Ouest;Citadine;0.0
324752;Male;36-45;Sao Paulo;0;0;0;0;0;0;2004-2007;Sud-Est;Citadine;0.0
1265145;Female;>55;Rio Grande do Sul;0;0;0;0;0;0;1995-1998;Sud;Non classifié;0.0
1493342;Corporate;>55;Bahia;0;0;0;0;0;0;2004-2007;Nord-Est;Breaks et monospaces;0.0
478238;Male;36-45;Minas Gerais;0;0;0;0;0;0;2004-2007;Sud-Est;Véhicules utilitaires sportifs;0.0
746182;Male;46-55;Para;0;0;0;0;0;0;1998-2001;Nord;Citadine;0.0
1546135;Female;>55;Piaui;0;0;0;0;0;0;2010-2013;Nord-Est;Non classifié;0.0
1095938;Female;>55;Minas Gerais;0;0;0;0;0;0;1998-2001;Sud-Est;Breaks et monospaces;0.0
9664;Corporate;36-45;Santa Catarina;0;0;0;0;0;0;2007-2010;Sud;Compactes;0.0
467790;Female;>55;Minas Gerais;0;0;0;0;0;0;2007-2010;Sud-Est;Compactes;0.0
1291271;Male;46-55;Santa Catarina;0;0;0;0;0;0;1998-2001;Sud;Véhicules utilitaires;0.0
296;Corporate;36-45;Santa Catarina;0;0;0;0;0;0;2004-2007;Sud;Breaks et monospaces;0.0
1457087;Male;46-55;Minas Gerais;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires sportifs;0.0
1906932;Corporate;36-45;Rio Grande do Sul;0;0;0;0;0;0;2001-2004;Sud;Citadine;0.0
994841;Female;36-45;Sao Paulo;1;0;1;0;0;0;2001-2004;Sud-Est;Breaks et monospaces;3932.0
726432;Male;36-45;Piaui;0;0;0;0;0;0;2010-2013;Nord-Est;Compactes;0.0
814481;Female;26-35;Distrito Federal;2;1;1;0;0;0;2010-2013;Centre-Ouest;Citadine;23380.5
807623;Male;36-45;Mato Grosso do Sul;0;0;0;0;0;0;2001-2004;Centre-Ouest;Breaks et monospaces;0.0
140564;Male;36-45;Santa Catarina;0;0;0;0;0;0;2001-2004;Sud;Compactes;0.0
494731;Corporate;36-45;Minas Gerais;0;0;0;0;0;0;2010-2013;Sud-Est;Citadine;0.0
17772;Male;18-25;Sao Paulo;1;0;1;0;0;0;2004-2007;Sud-Est;Citadine;3556.0
489424;Male;36-45;Minas Gerais;1;0;1;0;0;0;1995-1998;Sud-Est;Citadine;878.0
1113014;Female;46-55;Rio de Janeiro;0;0;0;0;0;0;2004-2007;Sud-Est;Véhicules utilitaires sportifs;0.0
1328661;Female;36-45;Parana;0;0;0;0;0;0;2001-2004;Sud;Véhicules utilitaires;0.0
1520072;Male;36-45;Paraiba;0;0;0;0;0;0;2007-2010;Nord-Est;Véhicules utilitaires;0.0
985323;Female;46-55;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Compactes;0.0
772365;Female;26-35;Roraima;0;0;0;0;0;0;2010-2013;Nord;Citadine;0.0
1631152;Male;26-35;Parana;0;0;0;0;0;0;2010-2013;Sud;Véhicules utilitaires;0.0
1539152;Male;36-45;Ceara;5;0;1;1;0;1;2010-2013;Nord-Est;Citadine;8949.0
847152;Female;26-35;Goias;0;0;0;0;0;0;2004-2007;Centre-Ouest;Compactes;0.0
989862;Male;46-55;Sao Paulo;0;0;0;0;0;0;1998-2001;Sud-Est;Citadine;0.0
1169712;Female;>55;Paraiba;0;0;0;0;0;0;2010-2013;Nord-Est;Compactes;0.0
18503;Male;36-45;Goias;0;0;0;0;0;0;2004-2007;Centre-Ouest;Citadine;0.0
1365575;Corporate;36-45;Sao Paulo;0;0;0;0;0;0;2004-2007;Sud-Est;Véhicules utilitaires;0.0
196723;Male;36-45;Parana;0;0;0;0;0;0;2007-2010;Sud;Citadine;0.0
897884;Male;36-45;Rio Grande do Sul;1;0;0;1;0;0;2007-2010;Sud;Breaks et monospaces;34715.0
1006837;Male;18-25;Sao Paulo;1;0;0;0;0;1;2010-2013;Sud-Est;Citadine;1933.0
725118;Female;46-55;Piaui;0;0;0;0;0;0;2001-2004;Nord-Est;Citadine;0.0
1934486;Male;36-45;Sao Paulo;1;0;1;0;0;0;2010-2013;Sud-Est;Compactes;9579.0
604609;Corporate;>55;Bahia;0;0;0;0;0;0;2004-2007;Nord-Est;Citadine;0.0
953089;Corporate;>55;Parana;0;0;0;0;0;0;2010-2013;Sud;Citadine;0.0
1214254;Female;>55;Distrito Federal;0;0;0;0;0;0;2010-2013;Centre-Ouest;Citadine;0.0
1334862;Corporate;26-35;Parana;0;0;0;0;0;0;2004-2007;Sud;Véhicules utilitaires sportifs;0.0
1145367;Female;26-35;Esperito Santo;0;0;0;0;0;0;2001-2004;Sud-Est;Compactes;0.0
586740;Female;26-35;Esperito Santo;0;0;0;0;0;0;2007-2010;Sud-Est;Compactes;0.0
1385974;Corporate;36-45;Sao Paulo;0;0;0;0;0;0;2004-2007;Sud-Est;Véhicules tout-terrain;0.0
1318998;Male;26-35;Parana;0;0;0;0;0;0;2007-2010;Sud;Véhicules utilitaires sportifs;0.0
1020612;Corporate;36-45;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Compactes;0.0
1310036;Male;36-45;Parana;0;0;0;0;0;0;1998-2001;Sud;Véhicules utilitaires sportifs;0.0
1232496;Female;26-35;Goias;0;0;0;0;0;0;2007-2010;Centre-Ouest;Compactes;0.0
1010257;Female;46-55;Sao Paulo;1;1;0;0;0;0;2007-2010;Sud-Est;Citadine;45312.0
101160;Corporate;46-55;Ceara;0;0;0;0;0;0;2007-2010;Nord-Est;Véhicules électriques et hybrides;0.0
723440;Male;>55;Piaui;0;0;0;0;0;0;2001-2004;Nord-Est;Berlines;0.0
1194795;Male;46-55;Para;0;0;0;0;0;0;2007-2010;Nord;Non classifié;0.0
434957;Male;26-35;Minas Gerais;0;0;0;0;0;0;2007-2010;Sud-Est;Citadine;0.0
610124;Male;36-45;Bahia;4;0;1;0;0;1;2010-2013;Nord-Est;Compactes;3417.0
342990;Female;>55;Sao Paulo;0;0;0;0;0;0;2010-2013;Sud-Est;Compactes;0.0
9526;Female;18-25;Santa Catarina;0;0;0;0;0;0;2004-2007;Sud;Compactes;0.0
883209;Male;36-45;Rio Grande do Sul;0;0;0;0;0;0;2007-2010;Sud;Citadine;0.0
202198;Male;36-45;Parana;3;0;1;0;0;0;2001-2004;Sud;Breaks et monospaces;2560.3333333333335
1019437;Female;26-35;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires sportifs;0.0
476792;Female;>55;Minas Gerais;0;0;0;0;0;0;<1995;Sud-Est;Compactes;0.0
1809917;Male;26-35;Distrito Federal;0;0;0;0;0;0;2004-2007;Centre-Ouest;Motos;0.0
377081;Male;36-45;Sao Paulo;4;1;1;0;0;0;1995-1998;Sud-Est;Citadine;9159.25
1634486;Male;46-55;Parana;0;0;0;0;0;0;2004-2007;Sud;Véhicules utilitaires;0.0
633632;Female;26-35;Sergipe;0;0;0;0;0;0;2004-2007;Nord-Est;Compactes;0.0
310172;Female;36-45;Sao Paulo;0;0;0;0;0;0;1995-1998;Sud-Est;Citadine;0.0
642973;Corporate;36-45;Pernambuco;0;0;0;0;0;0;2004-2007;Nord-Est;Breaks et monospaces;0.0
77437;Male;36-45;Rio Grande do Sul;0;0;0;0;0;0;2007-2010;Sud;Compactes;0.0
876172;Female;>55;Goias;0;0;0;0;0;0;2010-2013;Centre-Ouest;Citadine;0.0
1376377;Female;46-55;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Non classifié;0.0
103533;Male;26-35;Rio de Janeiro;0;0;0;0;0;0;2007-2010;Sud-Est;Citadine;0.0
1021895;Corporate;>55;Sao Paulo;0;0;0;0;0;0;2001-2004;Sud-Est;Berlines;0.0
1590016;Corporate;36-45;Distrito Federal;0;0;0;0;0;0;1995-1998;Centre-Ouest;Véhicules utilitaires sportifs;0.0
269989;Male;46-55;Sao Paulo;0;0;0;0;0;0;2010-2013;Sud-Est;Citadine;0.0
1886319;Corporate;26-35;Rio Grande do Sul;0;0;0;0;0;0;2007-2010;Sud;Citadine;0.0
240280;Male;46-55;Parana;0;0;0;0;0;0;2004-2007;Sud;Compactes;0.0
610394;Male;>55;Bahia;0;0;0;0;0;0;2007-2010;Nord-Est;Véhicules utilitaires sportifs;0.0
570895;Corporate;>55;Rio de Janeiro;0;0;0;0;0;0;1998-2001;Sud-Est;Citadine;0.0
736205;Female;>55;Maranhao;0;0;0;0;0;0;2004-2007;Nord-Est;Compactes;0.0
1827642;Male;36-45;Santa Catarina;1;0;1;0;0;0;2007-2010;Sud;Véhicules utilitaires;21024.0
841508;Female;>55;Goias;0;0;0;0;0;0;2010-2013;Centre-Ouest;Citadine;0.0
17291;Female;46-55;Rio Grande do Sul;1;0;0;1;0;0;2010-2013;Sud;Compactes;29461.0
381840;Corporate;36-45;Sao Paulo;0;0;0;0;0;0;2004-2007;Sud-Est;Breaks et monospaces;0.0
1759915;Male;46-55;Sao Paulo;0;0;0;0;0;0;2001-2004;Sud-Est;Motos;0.0
1618923;Female;36-45;Rio Grande do Sul;0;0;0;0;0;0;2001-2004;Sud;Véhicules utilitaires;0.0
1323377;Female;26-35;Parana;1;0;1;0;0;0;2007-2010;Sud;Véhicules utilitaires sportifs;9768.0
1395260;Corporate;36-45;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires;0.0
199956;Male;36-45;Parana;0;0;0;0;0;0;1995-1998;Sud;Citadine;0.0
1043584;Female;>55;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Berlines;0.0
1319446;Male;>55;Parana;0;0;0;0;0;0;2004-2007;Sud;Non classifié;0.0
1418665;Female;36-45;Sao Paulo;0;0;0;0;0;0;1998-2001;Sud-Est;Véhicules utilitaires sportifs;0.0
743114;Male;>55;Para;0;0;0;0;0;0;2010-2013;Nord;Citadine;0.0
1235630;Female;26-35;Tocantins;0;0;0;0;0;0;2001-2004;Nord;Citadine;0.0
1326409;Male;36-45;Parana;0;0;0;0;0;0;<1995;Sud;Véhicules utilitaires sportifs;0.0
559876;Female;36-45;Rio de Janeiro;2;0;1;0;0;1;2007-2010;Sud-Est;Citadine;2255.5
363490;Female;>55;Sao Paulo;0;0;0;0;0;0;<1995;Sud-Est;Non classifié;0.0
1310080;Female;46-55;Parana;0;0;0;0;0;0;1995-1998;Sud;Véhicules utilitaires sportifs;0.0
946001;Male;46-55;Parana;0;0;0;0;0;0;2010-2013;Sud;Citadine;0.0
1230976;Corporate;46-55;Goias;0;0;0;0;0;0;2010-2013;Centre-Ouest;Citadine;0.0
868601;Male;36-45;Tocantins;0;0;0;0;0;0;2001-2004;Nord;Compactes;0.0
1352158;Male;26-35;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires;0.0
394050;Male;36-45;Sao Paulo;0;0;0;0;0;0;2001-2004;Sud-Est;Compactes;0.0
984464;Male;36-45;Sao Paulo;0;0;0;0;0;0;1995-1998;Sud-Est;Véhicules utilitaires;0.0
552979;Female;26-35;Rio de Janeiro;0;0;0;0;0;0;2001-2004;Sud-Est;Citadine;0.0
34022;Corporate;36-45;Rio Grande do Sul;0;0;0;0;0;0;2001-2004;Sud;Compactes;0.0
541235;Male;18-25;Rio de Janeiro;0;0;0;0;0;0;2007-2010;Sud-Est;Citadine;0.0
834156;Female;26-35;Distrito Federal;0;0;0;0;0;0;2004-2007;Centre-Ouest;Compactes;0.0
1218924;Male;>55;Distrito Federal;0;0;0;0;0;0;2007-2010;Centre-Ouest;Citadine;0.0
1898786;Male;26-35;Santa Catarina;0;0;0;0;0;0;2001-2004;Sud;Citadine;0.0
1834405;Male;46-55;Parana;0;0;0;0;0;0;2010-2013;Sud;Véhicules utilitaires sportifs;0.0
1795639;Corporate;36-45;Pernambuco;0;0;0;0;0;0;2001-2004;Nord-Est;Véhicules utilitaires;0.0
1868019;Male;36-45;Mato Grosso;0;0;0;0;0;0;2004-2007;Centre-Ouest;Citadine;0.0
1473900;Male;>55;Rio de Janeiro;0;0;0;0;0;0;1998-2001;Sud-Est;Véhicules utilitaires sportifs;0.0
82660;Female;46-55;Rio Grande do Sul;0;0;0;0;0;0;2004-2007;Sud;Véhicules utilitaires;0.0
1622831;Male;36-45;Santa Catarina;1;0;1;0;0;0;2004-2007;Sud;Véhicules utilitaires;10197.0
225224;Female;26-35;Parana;0;0;0;0;0;0;2007-2010;Sud;Citadine;0.0
1859307;Male;46-55;Para;0;0;0;0;0;0;2007-2010;Nord;Véhicules utilitaires;0.0
1692181;Corporate;36-45;Minas Gerais;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires;0.0
899005;Male;26-35;Rio Grande do Sul;1;0;1;0;0;0;2007-2010;Sud;Berlines;8813.0
1677376;Male;36-45;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires;0.0
744164;Female;26-35;Para;0;0;0;0;0;0;2004-2007;Nord;Berlines;0.0
1402021;Corporate;36-45;Sao Paulo;0;0;0;0;0;0;2001-2004;Sud-Est;Véhicules utilitaires;0.0
1428474;Corporate;36-45;Minas Gerais;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules tout-terrain;0.0
721537;Corporate;36-45;Piaui;0;0;0;0;0;0;2007-2010;Nord-Est;Citadine;0.0
1604749;Male;36-45;Tocantins;3;1;1;0;0;1;2007-2010;Nord;Véhicules tout-terrain;6990.333333333333
944885;Female;26-35;Parana;0;0;0;0;0;0;2010-2013;Sud;Citadine;0.0
1251116;Female;26-35;Rio Grande do Sul;0;0;0;0;0;0;<1995;Sud;Breaks et monospaces;0.0
1495103;Male;>55;Bahia;1;0;0;0;0;1;2001-2004;Nord-Est;Véhicules tout-terrain;72.0
1638594;Corporate;36-45;Parana;0;0;0;0;0;0;2010-2013;Sud;Véhicules utilitaires;0.0
1596202;Corporate;36-45;Goias;0;0;0;0;0;0;2004-2007;Centre-Ouest;Véhicules utilitaires;0.0
1128433;Male;>55;Rio de Janeiro;0;0;0;0;0;0;2007-2010;Sud-Est;Compactes;0.0
630501;Male;46-55;Sergipe;0;0;0;0;0;0;2010-2013;Nord-Est;Citadine;0.0
777459;Female;26-35;Acre;0;0;0;0;0;0;2010-2013;Nord;Citadine;0.0
632583;Female;46-55;Sergipe;0;0;0;0;0;0;2001-2004;Nord-Est;Compactes;0.0
1392107;Female;>55;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires sportifs;0.0
899130;Corporate;36-45;Rio Grande do Sul;0;0;0;0;0;0;2004-2007;Sud;Berlines;0.0
48171;Male;18-25;Santa Catarina;0;0;0;0;0;0;2010-2013;Sud;Breaks et monospaces;0.0
297003;Female;46-55;Sao Paulo;0;0;0;0;0;0;2004-2007;Sud-Est;Breaks et monospaces;0.0
808414;Female;46-55;Mato Grosso do Sul;0;0;0;0;0;0;2007-2010;Centre-Ouest;Citadine;0.0
1107598;Female;>55;Minas Gerais;0;0;0;0;0;0;2004-2007;Sud-Est;Véhicules tout-terrain;0.0
440438;Female;>55;Minas Gerais;1;0;1;0;0;0;2010-2013;Sud-Est;Citadine;1397.0
529502;Male;18-25;Rio de Janeiro;2;0;1;0;0;0;2007-2010;Sud-Est;Compactes;4570.0
1170406;Female;46-55;Paraiba;0;0;0;0;0;0;2010-2013;Nord-Est;Citadine;0.0
808586;Female;36-45;Mato Grosso do Sul;0;0;0;0;0;0;2010-2013;Centre-Ouest;Citadine;0.0
1387205;Male;46-55;Sao Paulo;0;0;0;0;0;0;<1995;Sud-Est;Véhicules utilitaires;0.0
1694488;Male;36-45;Rio de Janeiro;1;0;1;0;0;0;1995-1998;Sud-Est;Véhicules utilitaires;30.0
1103566;Female;>55;Minas Gerais;0;0;0;0;0;0;2007-2010;Sud-Est;Citadine;0.0
1160072;Male;>55;Sergipe;0;0;0;0;0;0;2007-2010;Nord-Est;Non classifié;0.0
1835106;Male;>55;Parana;0;0;0;0;0;0;<1995;Sud;Véhicules utilitaires;0.0
529870;Female;18-25;Rio de Janeiro;0;0;0;0;0;0;2004-2007;Sud-Est;Compactes;0.0
592682;Male;>55;Esperito Santo;0;0;0;0;0;0;1995-1998;Sud-Est;Breaks et monospaces;0.0
1794532;Male;26-35;Bahia;0;0;0;0;0;0;2010-2013;Nord-Est;Motos;0.0
1256219;Male;36-45;Rio Grande do Sul;0;0;0;0;0;0;1998-2001;Sud;Véhicules utilitaires;0.0
1655970;Corporate;36-45;Sao Paulo;0;0;0;0;0;0;<1995;Sud-Est;Véhicules utilitaires;0.0
1839396;Male;18-25;Sao Paulo;0;0;0;0;0;0;2010-2013;Sud-Est;Véhicules utilitaires;0.0
1866649;Male;46-55;Santa Catarina;0;0;0;0;0;0;2001-2004;Sud;Citadine;0.0
1172475;Female;>55;Rio Grande do Norte;0;0;0;0;0;0;2010-2013;Nord-Est;Citadine;0.0
926951;Male;>55;Santa Catarina;0;0;0;0;0;0;2010-2013;Sud;Breaks et monospaces;0.0
1693293;Corporate;36-45;Rio de Janeiro;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires;0.0
1717751;Female;26-35;Piaui;0;0;0;0;0;0;1998-2001;Nord-Est;Véhicules utilitaires;0.0
576864;Corporate;26-35;Rio de Janeiro;0;0;0;0;0;0;2007-2010;Sud-Est;Compactes;0.0
43262;Female;>55;Parana;0;0;0;0;0;0;2001-2004;Sud;Compactes;0.0
902139;Corporate;36-45;Rio Grande do Sul;0;0;0;0;0;0;2007-2010;Sud;Compactes;0.0
1552714;Female;>55;Para;0;0;0;0;0;0;2007-2010;Nord;Véhicules tout-terrain;0.0
1666970;Female;36-45;Sao Paulo;0;0;0;0;0;0;2001-2004;Sud-Est;Non classifié;0.0
1541120;Male;46-55;Ceara;2;0;1;0;0;1;2007-2010;Nord-Est;Non classifié;1625.0
1783618;Male;46-55;Minas Gerais;0;0;0;0;0;0;2007-2010;Sud-Est;Motos;0.0
506949;Female;46-55;Minas Gerais;0;0;0;0;0;0;2004-2007;Sud-Est;Citadine;0.0
1328638;Male;18-25;Parana;0;0;0;0;0;0;2004-2007;Sud;Véhicules utilitaires;0.0
1413546;Female;>55;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires sportifs;0.0
1700426;Corporate;36-45;Rio de Janeiro;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires sportifs;0.0
172892;Male;18-25;Parana;0;0;0;0;0;0;1995-1998;Sud;Citadine;0.0
1734479;Male;36-45;Rio Grande do Sul;0;0;0;0;0;0;2001-2004;Sud;Véhicules utilitaires;0.0
902415;Male;26-35;Rio Grande do Sul;0;0;0;0;0;0;2001-2004;Sud;Breaks et monospaces;0.0
1611718;Male;36-45;Rio Grande do Sul;2;0;1;0;0;1;2010-2013;Sud;Véhicules utilitaires;28.0
1441327;Male;36-45;Minas Gerais;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules tout-terrain;0.0
691027;Female;26-35;Alagoas;0;0;0;0;0;0;1998-2001;Nord-Est;Citadine;0.0
1674143;Male;46-55;Sao Paulo;0;0;0;0;0;0;2007-2010;Sud-Est;Véhicules utilitaires;0.0
